"","DateTime","Global_active_power","Sub_metering_1","Sub_metering_2","Sub_metering_3","Global_reactive_power","Voltage"
"145",2007-02-01 02:24:00,0.228,0,0,0,0,243.37
"146",2007-02-01 02:25:00,0.228,0,0,0,0,243.53
"147",2007-02-01 02:26:00,0.226,0,0,0,0,243.22
"148",2007-02-01 02:27:00,0.228,0,0,0,0,243.57
"149",2007-02-01 02:28:00,0.228,0,0,0,0,243.76
"150",2007-02-01 02:29:00,0.226,0,0,0,0,243.36
"151",2007-02-01 02:30:00,0.226,0,0,0,0,243.17
"152",2007-02-01 02:31:00,0.228,0,0,0,0,243.58
"153",2007-02-01 02:32:00,0.228,0,0,0,0,244.1
"154",2007-02-01 02:33:00,0.23,0,0,0,0,244.55
"155",2007-02-01 02:34:00,0.23,0,0,0,0,244.98
"156",2007-02-01 02:35:00,0.228,0,0,0,0,244.36
"157",2007-02-01 02:36:00,0.292,0,0,0,0.06,244.42
"158",2007-02-01 02:37:00,0.388,0,0,0,0.19,243.85
"159",2007-02-01 02:38:00,0.416,0,0,0,0.238,243.83
"160",2007-02-01 02:39:00,0.416,0,0,0,0.244,243.73
"161",2007-02-01 02:40:00,0.436,0,0,0,0.276,244.66
"162",2007-02-01 02:41:00,0.436,0,0,0,0.28,245.02
"163",2007-02-01 02:42:00,0.432,0,0,0,0.28,245.06
"164",2007-02-01 02:43:00,0.426,0,0,0,0.272,244.04
"165",2007-02-01 02:44:00,0.424,0,0,0,0.27,243.58
"166",2007-02-01 02:45:00,0.42,0,0,0,0.268,243.42
"167",2007-02-01 02:46:00,0.35,0,0,0,0.16,243.19
"168",2007-02-01 02:47:00,0.35,0,0,0,0.164,243.9
"169",2007-02-01 02:48:00,0.348,0,0,0,0.162,243.6
"170",2007-02-01 02:49:00,0.346,0,0,0,0.16,243.04
"171",2007-02-01 02:50:00,0.346,0,0,0,0.162,243.44
"172",2007-02-01 02:51:00,0.346,0,0,0,0.162,243.35
"173",2007-02-01 02:52:00,0.256,0,0,0,0,243.34
"174",2007-02-01 02:53:00,0.252,0,0,0,0,243.21
"175",2007-02-01 02:54:00,0.252,0,0,0,0,242.96
"176",2007-02-01 02:55:00,0.252,0,0,0,0,243.33
"177",2007-02-01 02:56:00,0.252,0,0,0,0,243.16
"178",2007-02-01 02:57:00,0.25,0,0,0,0,242.77
"179",2007-02-01 02:58:00,0.252,0,0,0,0,243.36
"180",2007-02-01 02:59:00,0.252,0,0,0,0,243.38
"181",2007-02-01 03:00:00,0.252,0,0,0,0,243.5
"182",2007-02-01 03:01:00,0.252,0,0,0,0,243.57
"183",2007-02-01 03:02:00,0.254,0,0,0,0,244.24
"184",2007-02-01 03:03:00,0.254,0,0,0,0,244.22
"185",2007-02-01 03:04:00,0.254,0,0,0,0,243.99
"186",2007-02-01 03:05:00,0.252,0,0,0,0,243.44
"187",2007-02-01 03:06:00,0.252,0,0,0,0,243.4
"188",2007-02-01 03:07:00,0.252,0,0,0,0,243.49
"189",2007-02-01 03:08:00,0.252,0,0,0,0,243.55
"190",2007-02-01 03:09:00,0.252,0,0,0,0,243.19
"191",2007-02-01 03:10:00,0.254,0,0,0,0,243.74
"192",2007-02-01 03:11:00,0.254,0,0,0,0,244.11
"193",2007-02-01 03:12:00,0.25,0,0,0,0,242.84
"194",2007-02-01 03:13:00,0.25,0,0,0,0,242.81
"195",2007-02-01 03:14:00,0.25,0,0,0,0,242.48
"196",2007-02-01 03:15:00,0.25,0,0,0,0,242.5
"197",2007-02-01 03:16:00,0.25,0,0,0,0,242.76
"198",2007-02-01 03:17:00,0.25,0,0,0,0,242.92
"199",2007-02-01 03:18:00,0.368,0,0,0,0.15,242.49
"200",2007-02-01 03:19:00,0.36,0,0,0,0.158,242.86
"201",2007-02-01 03:20:00,0.358,0,0,0,0.162,243.33
"202",2007-02-01 03:21:00,0.358,0,0,0,0.162,243.53
"203",2007-02-01 03:22:00,0.356,0,0,0,0.162,243.44
"204",2007-02-01 03:23:00,0.386,0,0,0,0.184,243.53
"205",2007-02-01 03:24:00,0.406,0,0,0,0.234,243
"206",2007-02-01 03:25:00,0.404,0,0,0,0.238,243.8
"207",2007-02-01 03:26:00,0.402,0,0,0,0.236,243.5
"208",2007-02-01 03:27:00,0.4,0,0,0,0.234,243.13
"209",2007-02-01 03:28:00,0.4,0,0,0,0.234,243.34
"210",2007-02-01 03:29:00,0.398,0,0,0,0.236,243.51
"211",2007-02-01 03:30:00,0.396,0,0,0,0.238,243.86
"212",2007-02-01 03:31:00,0.392,0,0,0,0.234,243.03
"213",2007-02-01 03:32:00,0.346,0,0,0,0.166,242.99
"214",2007-02-01 03:33:00,0.258,0,0,0,0,243.12
"215",2007-02-01 03:34:00,0.224,0,0,0,0,242.06
"216",2007-02-01 03:35:00,0.224,0,0,0,0,241.77
"217",2007-02-01 03:36:00,0.226,0,0,0,0,242.34
"218",2007-02-01 03:37:00,0.228,0,0,0,0,243.26
"219",2007-02-01 03:38:00,0.228,0,0,0,0,243.71
"220",2007-02-01 03:39:00,0.23,0,0,0,0,244.83
"221",2007-02-01 03:40:00,0.23,0,0,0,0,244.69
"222",2007-02-01 03:41:00,0.23,0,0,0,0,244.55
"223",2007-02-01 03:42:00,0.23,0,0,0,0,244.38
"224",2007-02-01 03:43:00,0.23,0,0,0,0,244.4
"225",2007-02-01 03:44:00,0.228,0,0,0,0,244.16
"226",2007-02-01 03:45:00,0.268,0,0,0,0,244.21
"227",2007-02-01 03:46:00,0.312,0,1,0,0.12,244.13
"228",2007-02-01 03:47:00,0.312,0,1,0,0.12,244.22
"229",2007-02-01 03:48:00,0.312,0,2,0,0.118,243.96
"230",2007-02-01 03:49:00,0.312,0,1,0,0.116,243.48
"231",2007-02-01 03:50:00,0.312,0,2,0,0.118,243.84
"232",2007-02-01 03:51:00,0.314,0,1,0,0.12,243.92
"233",2007-02-01 03:52:00,0.314,0,1,0,0.122,244.5
"234",2007-02-01 03:53:00,0.314,0,2,0,0.122,244.6
"235",2007-02-01 03:54:00,0.314,0,1,0,0.122,244.56
"236",2007-02-01 03:55:00,0.312,0,2,0,0.12,243.91
"237",2007-02-01 03:56:00,0.31,0,1,0,0.116,243.55
"238",2007-02-01 03:57:00,0.31,0,1,0,0.116,243.58
"239",2007-02-01 03:58:00,0.308,0,2,0,0.112,242.74
"240",2007-02-01 03:59:00,0.412,0,1,0,0.228,242.72
"241",2007-02-01 04:00:00,0.416,0,1,0,0.25,242.71
"242",2007-02-01 04:01:00,0.41,0,2,0,0.248,242.32
"243",2007-02-01 04:02:00,0.408,0,1,0,0.248,242.36
"244",2007-02-01 04:03:00,0.406,0,1,0,0.246,242.12
"245",2007-02-01 04:04:00,0.404,0,2,0,0.248,242.18
"246",2007-02-01 04:05:00,0.402,0,1,0,0.248,242.22
"247",2007-02-01 04:06:00,0.4,0,1,0,0.246,241.98
"248",2007-02-01 04:07:00,0.398,0,1,0,0.246,242.09
"249",2007-02-01 04:08:00,0.396,0,1,0,0.246,241.92
"250",2007-02-01 04:09:00,0.396,0,2,0,0.25,242.61
"251",2007-02-01 04:10:00,0.396,0,1,0,0.252,242.99
"252",2007-02-01 04:11:00,0.432,0,1,0,0.28,243.06
"253",2007-02-01 04:12:00,0.47,0,1,0,0.358,242.94
"254",2007-02-01 04:13:00,0.428,0,2,0,0.296,243.07
"255",2007-02-01 04:14:00,0.348,0,0,0,0.17,242.85
"256",2007-02-01 04:15:00,0.304,0,0,0,0.094,242.73
"257",2007-02-01 04:16:00,0.302,0,0,0,0.094,242.65
"258",2007-02-01 04:17:00,0.302,0,0,0,0.096,243.08
"259",2007-02-01 04:18:00,0.3,0,0,0,0.1,243.6
"260",2007-02-01 04:19:00,0.298,0,0,0,0.096,243.05
"261",2007-02-01 04:20:00,0.292,0,0,0,0.086,243.38
"262",2007-02-01 04:21:00,0.228,0,0,0,0,243.82
"263",2007-02-01 04:22:00,0.228,0,0,0,0,243.73
"264",2007-02-01 04:23:00,0.23,0,0,0,0,244.26
"265",2007-02-01 04:24:00,0.23,0,0,0,0,244.98
"266",2007-02-01 04:25:00,0.23,0,0,0,0,244.95
"267",2007-02-01 04:26:00,0.234,0,0,0,0,244.3
"268",2007-02-01 04:27:00,0.25,0,0,0,0,243.73
"269",2007-02-01 04:28:00,0.25,0,0,0,0,243.23
"270",2007-02-01 04:29:00,0.226,0,0,0,0,242.83
"271",2007-02-01 04:30:00,0.226,0,0,0,0,242.75
"272",2007-02-01 04:31:00,0.226,0,0,0,0,243
"273",2007-02-01 04:32:00,0.228,0,0,0,0,243.3
"274",2007-02-01 04:33:00,0.228,0,0,0,0,243.4
"275",2007-02-01 04:34:00,0.226,0,0,0,0,242.69
"276",2007-02-01 04:35:00,0.226,0,0,0,0,242.31
"277",2007-02-01 04:36:00,0.224,0,0,0,0,242.16
"278",2007-02-01 04:37:00,0.224,0,0,0,0,242.13
"279",2007-02-01 04:38:00,0.224,0,0,0,0,242.02
"280",2007-02-01 04:39:00,0.226,0,0,0,0,242.49
"281",2007-02-01 04:40:00,0.32,0,0,0,0.09,243.16
"282",2007-02-01 04:41:00,0.338,0,0,0,0.128,243.11
"283",2007-02-01 04:42:00,0.332,0,0,0,0.122,242.15
"284",2007-02-01 04:43:00,0.33,0,0,0,0.124,242.26
"285",2007-02-01 04:44:00,0.328,0,0,0,0.124,242.18
"286",2007-02-01 04:45:00,0.326,0,0,0,0.122,242.01
"287",2007-02-01 04:46:00,0.326,0,0,0,0.122,242.01
"288",2007-02-01 04:47:00,0.324,0,0,0,0.12,241.67
"289",2007-02-01 04:48:00,0.322,0,0,0,0.12,241.5
"290",2007-02-01 04:49:00,0.32,0,0,0,0.12,241.37
"291",2007-02-01 04:50:00,0.32,0,0,0,0.122,241.78
"292",2007-02-01 04:51:00,0.32,0,0,0,0.124,242.27
"293",2007-02-01 04:52:00,0.32,0,0,0,0.12,241.88
"294",2007-02-01 04:53:00,0.318,0,0,0,0.12,241.81
"295",2007-02-01 04:54:00,0.27,0,0,0,0.052,241.92
"296",2007-02-01 04:55:00,0.224,0,0,0,0,241.68
"297",2007-02-01 04:56:00,0.224,0,0,0,0,241.38
"298",2007-02-01 04:57:00,0.222,0,0,0,0,240.58
"299",2007-02-01 04:58:00,0.222,0,0,0,0,240.81
"300",2007-02-01 04:59:00,0.288,0,0,0,0.048,241.04
"301",2007-02-01 05:00:00,0.3,0,0,0,0.09,241.54
"302",2007-02-01 05:01:00,0.3,0,0,0,0.088,241.42
"303",2007-02-01 05:02:00,0.3,0,0,0,0.088,241.45
"304",2007-02-01 05:03:00,0.298,0,0,0,0.086,240.86
"305",2007-02-01 05:04:00,0.294,0,0,0,0.084,239.84
"306",2007-02-01 05:05:00,0.294,0,0,0,0.082,239.5
"307",2007-02-01 05:06:00,0.292,0,0,0,0.082,239.82
"308",2007-02-01 05:07:00,0.292,0,0,0,0.082,239.82
"309",2007-02-01 05:08:00,0.248,0,0,0,0,240.78
"310",2007-02-01 05:09:00,0.222,0,0,0,0,240.92
"311",2007-02-01 05:10:00,0.222,0,0,0,0,240.74
"312",2007-02-01 05:11:00,0.222,0,0,0,0,241.15
"313",2007-02-01 05:12:00,0.224,0,0,0,0,241.37
"314",2007-02-01 05:13:00,0.224,0,0,0,0,241.71
"315",2007-02-01 05:14:00,0.226,0,0,0,0,242.68
"316",2007-02-01 05:15:00,0.226,0,0,0,0,243.11
"317",2007-02-01 05:16:00,0.226,0,0,0,0,243.06
"318",2007-02-01 05:17:00,0.226,0,0,0,0,243.01
"319",2007-02-01 05:18:00,0.226,0,0,0,0,242.77
"320",2007-02-01 05:19:00,0.224,0,0,0,0,241.51
"321",2007-02-01 05:20:00,0.224,0,0,0,0,241.42
"322",2007-02-01 05:21:00,0.3,0,0,0,0.062,240.77
"323",2007-02-01 05:22:00,0.334,0,0,0,0.116,240.81
"324",2007-02-01 05:23:00,0.33,0,0,0,0.116,240.95
"325",2007-02-01 05:24:00,0.328,0,0,0,0.12,241.43
"326",2007-02-01 05:25:00,0.328,0,0,0,0.12,241.52
"327",2007-02-01 05:26:00,0.326,0,0,0,0.12,241.49
"328",2007-02-01 05:27:00,0.324,0,0,0,0.118,240.89
"329",2007-02-01 05:28:00,0.322,0,0,0,0.118,240.91
"330",2007-02-01 05:29:00,0.322,0,0,0,0.122,241.85
"331",2007-02-01 05:30:00,0.32,0,0,0,0.118,241.11
"332",2007-02-01 05:31:00,0.318,0,0,0,0.118,240.93
"333",2007-02-01 05:32:00,0.318,0,0,0,0.118,240.88
"334",2007-02-01 05:33:00,0.316,0,0,0,0.116,240.67
"335",2007-02-01 05:34:00,0.316,0,0,0,0.114,240.34
"336",2007-02-01 05:35:00,0.27,0,0,0,0.052,240.2
"337",2007-02-01 05:36:00,0.222,0,0,0,0,240.62
"338",2007-02-01 05:37:00,1.138,0,0,13,0,240.1
"339",2007-02-01 05:38:00,1.32,0,0,19,0,239.79
"340",2007-02-01 05:39:00,1.302,0,0,18,0,239.36
"341",2007-02-01 05:40:00,1.29,0,0,17,0,239.25
"342",2007-02-01 05:41:00,1.278,0,0,18,0,238.56
"343",2007-02-01 05:42:00,1.276,0,0,18,0,238.61
"344",2007-02-01 05:43:00,1.282,0,0,17,0,239.31
"345",2007-02-01 05:44:00,1.284,0,0,18,0,239.56
"346",2007-02-01 05:45:00,1.29,0,0,18,0,240.29
"347",2007-02-01 05:46:00,1.29,0,0,17,0,240.3
"348",2007-02-01 05:47:00,1.336,0,0,18,0,239.67
"349",2007-02-01 05:48:00,1.354,0,0,18,0.072,239.52
"350",2007-02-01 05:49:00,1.35,0,0,17,0.072,239.02
"351",2007-02-01 05:50:00,1.34,0,0,18,0.068,238.15
"352",2007-02-01 05:51:00,1.342,0,0,17,0.068,238.35
"353",2007-02-01 05:52:00,1.336,0,0,17,0.068,237.97
"354",2007-02-01 05:53:00,1.34,0,0,18,0.07,238.56
"355",2007-02-01 05:54:00,1.342,0,0,17,0.07,238.9
"356",2007-02-01 05:55:00,1.34,0,0,18,0.07,238.84
"357",2007-02-01 05:56:00,1.302,0,0,17,0,238.71
"358",2007-02-01 05:57:00,1.278,0,0,18,0,239.31
"359",2007-02-01 05:58:00,1.284,0,0,17,0,239.91
"360",2007-02-01 05:59:00,1.286,0,0,18,0,239.84
"361",2007-02-01 06:00:00,1.282,0,0,18,0,239.02
"362",2007-02-01 06:01:00,1.294,0,0,17,0,240.31
"363",2007-02-01 06:02:00,1.346,0,0,18,0,240.22
"364",2007-02-01 06:03:00,1.404,0,0,18,0.104,240.29
"365",2007-02-01 06:04:00,1.41,0,0,17,0.108,241.27
"366",2007-02-01 06:05:00,1.424,0,0,19,0.116,242.85
"367",2007-02-01 06:06:00,1.424,0,0,18,0.118,243.01
"368",2007-02-01 06:07:00,1.422,0,0,18,0.118,242.53
"369",2007-02-01 06:08:00,1.49,0,0,18,0.132,241.97
"370",2007-02-01 06:09:00,1.494,0,0,18,0.13,241.65
"371",2007-02-01 06:10:00,1.488,0,0,17,0.128,241.33
"372",2007-02-01 06:11:00,1.484,0,0,18,0.128,241
"373",2007-02-01 06:12:00,1.476,0,0,18,0.126,240.54
"374",2007-02-01 06:13:00,1.47,0,0,18,0.122,240.32
"375",2007-02-01 06:14:00,0.858,0,0,6,0.112,241.16
"376",2007-02-01 06:15:00,0.558,0,0,0,0.118,241.86
"377",2007-02-01 06:16:00,0.58,0,0,0,0.128,242.53
"378",2007-02-01 06:17:00,0.552,0,1,0,0.112,243.11
"379",2007-02-01 06:18:00,0.548,0,2,0,0.11,242.63
"380",2007-02-01 06:19:00,0.502,0,1,0,0.11,242.76
"381",2007-02-01 06:20:00,0.49,0,1,0,0.114,243.23
"382",2007-02-01 06:21:00,0.49,0,2,0,0.114,243.51
"383",2007-02-01 06:22:00,1.102,0,1,8,0.106,242.82
"384",2007-02-01 06:23:00,1.59,0,2,18,0.098,241.82
"385",2007-02-01 06:24:00,1.59,0,1,19,0.102,242.86
"386",2007-02-01 06:25:00,1.586,0,1,18,0.102,243.14
"387",2007-02-01 06:26:00,1.588,0,2,18,0.104,243.56
"388",2007-02-01 06:27:00,1.584,0,1,18,0.104,243.35
"389",2007-02-01 06:28:00,1.58,0,1,19,0.102,243.22
"390",2007-02-01 06:29:00,1.58,0,2,18,0.104,243.31
"391",2007-02-01 06:30:00,1.578,0,1,18,0.104,243.25
"392",2007-02-01 06:31:00,1.578,0,1,18,0.104,243.47
"393",2007-02-01 06:32:00,1.578,0,2,18,0.104,243.51
"394",2007-02-01 06:33:00,1.57,0,1,18,0.102,242.99
"395",2007-02-01 06:34:00,1.574,0,1,18,0.104,243.47
"396",2007-02-01 06:35:00,1.606,0,2,19,0.128,243.18
"397",2007-02-01 06:36:00,2.246,0,1,17,0.228,241.12
"398",2007-02-01 06:37:00,2.658,0,1,18,0.224,240.56
"399",2007-02-01 06:38:00,4.962,0,1,18,0.204,238.69
"400",2007-02-01 06:39:00,6.536,0,2,17,0.188,236.9
"401",2007-02-01 06:40:00,5.292,0,1,17,0.202,238.44
"402",2007-02-01 06:41:00,5.81,0,1,18,0.208,237.64
"403",2007-02-01 06:42:00,5.606,0,1,17,0.262,237.63
"404",2007-02-01 06:43:00,4.678,0,1,17,0.31,238.98
"405",2007-02-01 06:44:00,3.9,0,2,18,0.38,239.75
"406",2007-02-01 06:45:00,3.368,0,0,18,0.322,240.29
"407",2007-02-01 06:46:00,3.18,0,0,18,0.27,240.73
"408",2007-02-01 06:47:00,3.178,0,0,17,0.266,240.65
"409",2007-02-01 06:48:00,3.192,0,0,18,0.268,240.94
"410",2007-02-01 06:49:00,3.252,0,0,18,0.268,240.98
"411",2007-02-01 06:50:00,3.124,0,0,18,0.16,240.73
"412",2007-02-01 06:51:00,2.792,0,0,17,0.122,240.63
"413",2007-02-01 06:52:00,2.808,0,0,18,0.124,240.93
"414",2007-02-01 06:53:00,2.818,0,0,18,0.126,241.43
"415",2007-02-01 06:54:00,2.812,0,0,18,0.126,241.53
"416",2007-02-01 06:55:00,2.97,0,0,18,0.122,241.06
"417",2007-02-01 06:56:00,3.004,0,0,18,0.118,240.63
